index,date,observation,value
FI15,2019-02,Minimum temperature,-9.0
FI16,2019-02,Minimum temperature,-4.9
FI17,2019-02,Minimum temperature,-4.8
FI18,2019-02,Minimum temperature,-3.0
FI19,2019-02,Minimum temperature,-4.1
FI02,2019-03,Minimum temperature,-5.3
FI03,2019-03,Minimum temperature,-6.3
FI04,2019-03,Minimum temperature,-5.3
FI05,2019-03,Minimum temperature,-9.2
FI06,2019-03,Minimum temperature,-4.8
FI07,2019-03,Minimum temperature,-7.0
FI08,2019-03,Minimum temperature,-6.3
FI09,2019-03,Minimum temperature,-4.6
FI10,2019-03,Minimum temperature,-12.8
FI11,2019-03,Minimum temperature,-5.2
FI12,2019-03,Minimum temperature,-4.8
FI13,2019-03,Minimum temperature,-7.1
FI14,2019-03,Minimum temperature,-9.5
FI15,2019-03,Minimum temperature,-6.8
FI16,2019-03,Minimum temperature,-4.8
FI17,2019-03,Minimum temperature,-3.8
FI18,2019-03,Minimum temperature,-3.3
FI19,2019-03,Minimum temperature,-3.7
FI02,2019-04,Minimum temperature,-1.8
FI03,2019-04,Minimum temperature,-1.3
FI04,2019-04,Minimum temperature,-1.5
FI05,2019-04,Minimum temperature,-2.3
FI06,2019-04,Minimum temperature,-0.7
FI07,2019-04,Minimum temperature,-1.6
FI08,2019-04,Minimum temperature,-1.4
FI09,2019-04,Minimum temperature,-1.1
FI10,2019-04,Minimum temperature,-4.0
FI11,2019-04,Minimum temperature,-0.6
FI12,2019-04,Minimum temperature,-0.3
FI13,2019-04,Minimum temperature,-2.7
FI14,2019-04,Minimum temperature,-2.6
FI15,2019-04,Minimum temperature,-1.3
FI16,2019-04,Minimum temperature,-0.8
FI17,2019-04,Minimum temperature,0.3
FI18,2019-04,Minimum temperature,0.9
FI19,2019-04,Minimum temperature,-0.0
FI02,2019-05,Minimum temperature,4.0
FI03,2019-05,Minimum temperature,3.2
FI04,2019-05,Minimum temperature,4.8
FI05,2019-05,Minimum temperature,2.2
FI06,2019-05,Minimum temperature,4.4
FI07,2019-05,Minimum temperature,2.6
FI08,2019-05,Minimum temperature,3.9
FI09,2019-05,Minimum temperature,4.9
FI10,2019-05,Minimum temperature,0.4
FI11,2019-05,Minimum temperature,4.2
FI12,2019-05,Minimum temperature,4.0
FI13,2019-05,Minimum temperature,3.8
FI14,2019-05,Minimum temperature,2.2
FI15,2019-05,Minimum temperature,3.9
FI16,2019-05,Minimum temperature,4.3
FI17,2019-05,Minimum temperature,4.7
FI18,2019-05,Minimum temperature,5.5
FI19,2019-05,Minimum temperature,4.6
FI02,2019-06,Minimum temperature,10.5
FI03,2019-06,Minimum temperature,9.3
FI04,2019-06,Minimum temperature,11.7
FI05,2019-06,Minimum temperature,8.4
FI06,2019-06,Minimum temperature,10.6
FI07,2019-06,Minimum temperature,8.6
FI08,2019-06,Minimum temperature,10.2
FI09,2019-06,Minimum temperature,11.4
FI10,2019-06,Minimum temperature,6.0
FI11,2019-06,Minimum temperature,10.4
FI12,2019-06,Minimum temperature,10.4
FI13,2019-06,Minimum temperature,10.4
FI14,2019-06,Minimum temperature,8.1
FI15,2019-06,Minimum temperature,10.1
FI16,2019-06,Minimum temperature,12.2
FI17,2019-06,Minimum temperature,11.3
FI18,2019-06,Minimum temperature,12.0
FI19,2019-06,Minimum temperature,11.4
FI02,2019-07,Minimum temperature,9.9
FI03,2019-07,Minimum temperature,8.5
FI04,2019-07,Minimum temperature,11.0
FI05,2019-07,Minimum temperature,8.8
FI06,2019-07,Minimum temperature,10.2
FI07,2019-07,Minimum temperature,8.8
FI08,2019-07,Minimum temperature,9.8
FI09,2019-07,Minimum temperature,10.7
FI10,2019-07,Minimum temperature,8.0
FI11,2019-07,Minimum temperature,10.4
FI12,2019-07,Minimum temperature,10.7
FI13,2019-07,Minimum temperature,9.2
FI14,2019-07,Minimum temperature,8.3
FI15,2019-07,Minimum temperature,10.0
FI16,2019-07,Minimum temperature,12.1
FI17,2019-07,Minimum temperature,10.8
FI18,2019-07,Minimum temperature,12.6
FI19,2019-07,Minimum temperature,11.0
FI02,2019-08,Minimum temperature,9.2
FI03,2019-08,Minimum temperature,9.3
FI04,2019-08,Minimum temperature,10.8
FI05,2019-08,Minimum temperature,8.8
FI06,2019-08,Minimum temperature,10.1
FI07,2019-08,Minimum temperature,9.4
FI08,2019-08,Minimum temperature,10.0
FI09,2019-08,Minimum temperature,10.2
FI10,2019-08,Minimum temperature,7.9
FI11,2019-08,Minimum temperature,10.6
FI12,2019-08,Minimum temperature,11.4
FI13,2019-08,Minimum temperature,9.1
FI14,2019-08,Minimum temperature,8.5
FI15,2019-08,Minimum temperature,10.1
FI16,2019-08,Minimum temperature,11.3
FI17,2019-08,Minimum temperature,11.6
FI18,2019-08,Minimum temperature,12.6
FI19,2019-08,Minimum temperature,11.5
FI02,2019-09,Minimum temperature,5.1
FI03,2019-09,Minimum temperature,4.7
FI04,2019-09,Minimum temperature,6.6
FI05,2019-09,Minimum temperature,4.8
FI06,2019-09,Minimum temperature,5.8
FI07,2019-09,Minimum temperature,6.2
FI08,2019-09,Minimum temperature,5.8
FI09,2019-09,Minimum temperature,6.1
FI10,2019-09,Minimum temperature,3.3
FI11,2019-09,Minimum temperature,6.1
FI12,2019-09,Minimum temperature,7.3
FI13,2019-09,Minimum temperature,5.4
FI14,2019-09,Minimum temperature,4.6
FI15,2019-09,Minimum temperature,5.5
FI16,2019-09,Minimum temperature,6.7
FI17,2019-09,Minimum temperature,6.8
FI18,2019-09,Minimum temperature,8.3
FI19,2019-09,Minimum temperature,6.9
FI02,2019-10,Minimum temperature,0.6
FI03,2019-10,Minimum temperature,0.2
FI04,2019-10,Minimum temperature,1.0
FI05,2019-10,Minimum temperature,-1.2
FI06,2019-10,Minimum temperature,1.5
FI07,2019-10,Minimum temperature,0.4
FI08,2019-10,Minimum temperature,0.3
FI09,2019-10,Minimum temperature,1.5
FI10,2019-10,Minimum temperature,-5.1
FI11,2019-10,Minimum temperature,1.2
FI12,2019-10,Minimum temperature,1.5
FI13,2019-10,Minimum temperature,-0.0
FI14,2019-10,Minimum temperature,-1.2
FI15,2019-10,Minimum temperature,-0.1
FI16,2019-10,Minimum temperature,2.1
FI17,2019-10,Minimum temperature,0.5
FI18,2019-10,Minimum temperature,3.3
FI19,2019-10,Minimum temperature,2.3
FI02,2019-11,Minimum temperature,-2.0
FI03,2019-11,Minimum temperature,-3.5
FI04,2019-11,Minimum temperature,-1.9
FI05,2019-11,Minimum temperature,-6.4
FI06,2019-11,Minimum temperature,-1.4
FI07,2019-11,Minimum temperature,-3.4
FI08,2019-11,Minimum temperature,-2.8
FI09,2019-11,Minimum temperature,-0.9
FI10,2019-11,Minimum temperature,-11.3
FI11,2019-11,Minimum temperature,-2.4
FI12,2019-11,Minimum temperature,-2.2
FI13,2019-11,Minimum temperature,-3.6
FI14,2019-11,Minimum temperature,-6.4
FI15,2019-11,Minimum temperature,-3.8
FI16,2019-11,Minimum temperature,-1.1
FI17,2019-11,Minimum temperature,-1.5
FI18,2019-11,Minimum temperature,0.4
FI19,2019-11,Minimum temperature,-0.4
FI02,2019-12,Minimum temperature,-2.5
FI03,2019-12,Minimum temperature,-3.3
FI04,2019-12,Minimum temperature,-2.4
FI05,2019-12,Minimum temperature,-6.0
FI06,2019-12,Minimum temperature,-1.8
FI07,2019-12,Minimum temperature,-3.0
FI08,2019-12,Minimum temperature,-3.2
FI09,2019-12,Minimum temperature,-1.7
FI10,2019-12,Minimum temperature,-9.7
FI11,2019-12,Minimum temperature,-2.2
FI12,2019-12,Minimum temperature,-1.6
FI13,2019-12,Minimum temperature,-3.9
FI14,2019-12,Minimum temperature,-5.9
FI15,2019-12,Minimum temperature,-4.0
FI16,2019-12,Minimum temperature,-1.7
FI17,2019-12,Minimum temperature,-1.2
FI18,2019-12,Minimum temperature,-0.3
FI19,2019-12,Minimum temperature,-0.9
FI02,2020-01,Minimum temperature,-2.5
FI03,2020-01,Minimum temperature,-2.1
FI04,2020-01,Minimum temperature,-2.6
FI05,2020-01,Minimum temperature,-7.0
FI06,2020-01,Minimum temperature,-1.0
FI07,2020-01,Minimum temperature,-2.7
FI08,2020-01,Minimum temperature,-2.8
FI09,2020-01,Minimum temperature,-1.4
FI10,2020-01,Minimum temperature,-13.8
FI11,2020-01,Minimum temperature,-1.2
FI12,2020-01,Minimum temperature,-0.8
FI13,2020-01,Minimum temperature,-4.8
FI14,2020-01,Minimum temperature,-6.6
FI15,2020-01,Minimum temperature,-4.5
FI16,2020-01,Minimum temperature,-1.1
FI17,2020-01,Minimum temperature,0.0
FI18,2020-01,Minimum temperature,0.3
FI19,2020-01,Minimum temperature,0.3
FI02,2020-02,Minimum temperature,-4.2
FI03,2020-02,Minimum temperature,-5.5
FI04,2020-02,Minimum temperature,-4.4
FI05,2020-02,Minimum temperature,-9.0
FI06,2020-02,Minimum temperature,-3.1
FI07,2020-02,Minimum temperature,-5.3
FI08,2020-02,Minimum temperature,-5.1
FI09,2020-02,Minimum temperature,-2.7
FI10,2020-02,Minimum temperature,-13.5
FI11,2020-02,Minimum temperature,-5.0
FI12,2020-02,Minimum temperature,-3.6
FI13,2020-02,Minimum temperature,-6.8
FI14,2020-02,Minimum temperature,-9.2
FI15,2020-02,Minimum temperature,-6.4
FI16,2020-02,Minimum temperature,-3.1
FI17,2020-02,Minimum temperature,-3.0
FI18,2020-02,Minimum temperature,-1.6
FI19,2020-02,Minimum temperature,-2.2
FI02,2020-03,Minimum temperature,-3.3
FI03,2020-03,Minimum temperature,-4.0
FI04,2020-03,Minimum temperature,-3.3
FI05,2020-03,Minimum temperature,-8.3
FI06,2020-03,Minimum temperature,-2.4
FI07,2020-03,Minimum temperature,-3.8
FI08,2020-03,Minimum temperature,-4.3
FI09,2020-03,Minimum temperature,-2.6
FI10,2020-03,Minimum temperature,-10.9
FI11,2020-03,Minimum temperature,-3.0
FI12,2020-03,Minimum temperature,-2.5
FI13,2020-03,Minimum temperature,-5.4
FI14,2020-03,Minimum temperature,-7.5
FI15,2020-03,Minimum temperature,-5.7
FI16,2020-03,Minimum temperature,-2.2
FI17,2020-03,Minimum temperature,-1.9
FI18,2020-03,Minimum temperature,-1.1
FI19,2020-03,Minimum temperature,-1.5
FI02,2020-04,Minimum temperature,-1.4
FI03,2020-04,Minimum temperature,-2.5
FI04,2020-04,Minimum temperature,-1.4
FI05,2020-04,Minimum temperature,-5.3
FI06,2020-04,Minimum temperature,-1.0
FI07,2020-04,Minimum temperature,-2.4
FI08,2020-04,Minimum temperature,-2.5
FI09,2020-04,Minimum temperature,-0.7
FI10,2020-04,Minimum temperature,-6.7
FI11,2020-04,Minimum temperature,-1.2
FI12,2020-04,Minimum temperature,-0.7
FI13,2020-04,Minimum temperature,-3.0
FI14,2020-04,Minimum temperature,-5.0
FI15,2020-04,Minimum temperature,-3.4
FI16,2020-04,Minimum temperature,-0.3
FI17,2020-04,Minimum temperature,-0.2
FI18,2020-04,Minimum temperature,0.6
FI19,2020-04,Minimum temperature,-0.0
FI02,2020-05,Minimum temperature,1.7
FI03,2020-05,Minimum temperature,0.5
FI04,2020-05,Minimum temperature,2.6
FI05,2020-05,Minimum temperature,-0.4
FI06,2020-05,Minimum temperature,2.2
FI07,2020-05,Minimum temperature,0.6
FI08,2020-05,Minimum temperature,1.2
FI09,2020-05,Minimum temperature,2.2
FI10,2020-05,Minimum temperature,-1.0
FI11,2020-05,Minimum temperature,2.0
FI12,2020-05,Minimum temperature,2.6
FI13,2020-05,Minimum temperature,0.7
FI14,2020-05,Minimum temperature,-0.2
FI15,2020-05,Minimum temperature,1.3
FI16,2020-05,Minimum temperature,3.6
FI17,2020-05,Minimum temperature,2.6
FI18,2020-05,Minimum temperature,4.1
FI19,2020-05,Minimum temperature,2.8
FI02,2020-06,Minimum temperature,10.6
FI03,2020-06,Minimum temperature,9.7
FI04,2020-06,Minimum temperature,11.9
FI05,2020-06,Minimum temperature,10.2
FI06,2020-06,Minimum temperature,10.6
FI07,2020-06,Minimum temperature,9.8
FI08,2020-06,Minimum temperature,11.3
FI09,2020-06,Minimum temperature,11.3
FI10,2020-06,Minimum temperature,8.0
FI11,2020-06,Minimum temperature,11.4
FI12,2020-06,Minimum temperature,11.4
FI13,2020-06,Minimum temperature,10.1
FI14,2020-06,Minimum temperature,9.8
FI15,2020-06,Minimum temperature,11.5
FI16,2020-06,Minimum temperature,12.8
FI17,2020-06,Minimum temperature,11.7
FI18,2020-06,Minimum temperature,12.6
FI19,2020-06,Minimum temperature,11.1
FI02,2020-07,Minimum temperature,10.4
FI03,2020-07,Minimum temperature,9.6
FI04,2020-07,Minimum temperature,11.8
FI05,2020-07,Minimum temperature,9.9
FI06,2020-07,Minimum temperature,10.3
FI07,2020-07,Minimum temperature,10.7
FI08,2020-07,Minimum temperature,10.6
FI09,2020-07,Minimum temperature,11.0
FI10,2020-07,Minimum temperature,9.7
FI11,2020-07,Minimum temperature,10.4
FI12,2020-07,Minimum temperature,11.8
FI13,2020-07,Minimum temperature,10.6
FI14,2020-07,Minimum temperature,10.2
FI15,2020-07,Minimum temperature,10.8
FI16,2020-07,Minimum temperature,11.6
FI17,2020-07,Minimum temperature,11.0
FI18,2020-07,Minimum temperature,12.3
FI19,2020-07,Minimum temperature,11.1
FI02,2020-08,Minimum temperature,10.1
FI03,2020-08,Minimum temperature,8.5
FI04,2020-08,Minimum temperature,11.2
FI05,2020-08,Minimum temperature,9.1
FI06,2020-08,Minimum temperature,9.8
FI07,2020-08,Minimum temperature,10.2
FI08,2020-08,Minimum temperature,9.9
FI09,2020-08,Minimum temperature,10.7
FI10,2020-08,Minimum temperature,7.7
FI11,2020-08,Minimum temperature,9.9
FI12,2020-08,Minimum temperature,11.9
FI13,2020-08,Minimum temperature,9.8
FI14,2020-08,Minimum temperature,8.5
FI15,2020-08,Minimum temperature,10.2
FI16,2020-08,Minimum temperature,11.5
FI17,2020-08,Minimum temperature,10.6
FI18,2020-08,Minimum temperature,12.5
FI19,2020-08,Minimum temperature,10.8
FI02,2020-09,Minimum temperature,7.3
FI03,2020-09,Minimum temperature,5.9
FI04,2020-09,Minimum temperature,8.0
FI05,2020-09,Minimum temperature,5.6
FI06,2020-09,Minimum temperature,8.1
FI07,2020-09,Minimum temperature,7.2
FI08,2020-09,Minimum temperature,7.0
FI09,2020-09,Minimum temperature,8.4
FI10,2020-09,Minimum temperature,3.6
FI11,2020-09,Minimum temperature,7.7
FI12,2020-09,Minimum temperature,8.7
FI13,2020-09,Minimum temperature,6.5
FI14,2020-09,Minimum temperature,5.4
FI15,2020-09,Minimum temperature,6.8
FI16,2020-09,Minimum temperature,8.9
FI17,2020-09,Minimum temperature,8.6
FI18,2020-09,Minimum temperature,10.1
FI19,2020-09,Minimum temperature,8.9
FI02,2020-10,Minimum temperature,3.6
FI03,2020-10,Minimum temperature,3.1
FI04,2020-10,Minimum temperature,4.4
FI05,2020-10,Minimum temperature,2.4
FI06,2020-10,Minimum temperature,4.2
FI07,2020-10,Minimum temperature,3.5
FI08,2020-10,Minimum temperature,3.7
FI09,2020-10,Minimum temperature,4.5
FI10,2020-10,Minimum temperature,0.2
FI11,2020-10,Minimum temperature,3.9
FI12,2020-10,Minimum temperature,4.9
FI13,2020-10,Minimum temperature,3.4
FI14,2020-10,Minimum temperature,2.2
FI15,2020-10,Minimum temperature,3.5
FI16,2020-10,Minimum temperature,4.9
FI17,2020-10,Minimum temperature,4.6
FI18,2020-10,Minimum temperature,6.3
FI19,2020-10,Minimum temperature,5.1
FI02,2020-11,Minimum temperature,0.4
FI03,2020-11,Minimum temperature,0.6
FI04,2020-11,Minimum temperature,0.9
FI05,2020-11,Minimum temperature,-2.0
FI06,2020-11,Minimum temperature,1.4
FI07,2020-11,Minimum temperature,0.9
FI08,2020-11,Minimum temperature,0.5
FI09,2020-11,Minimum temperature,1.6
FI10,2020-11,Minimum temperature,-4.0
FI11,2020-11,Minimum temperature,1.3
FI12,2020-11,Minimum temperature,2.1
FI13,2020-11,Minimum temperature,-0.5
FI14,2020-11,Minimum temperature,-1.5
FI15,2020-11,Minimum temperature,-0.4
FI16,2020-11,Minimum temperature,1.9
FI17,2020-11,Minimum temperature,2.4
FI18,2020-11,Minimum temperature,2.9
FI19,2020-11,Minimum temperature,2.6
FI02,2020-12,Minimum temperature,-3.2
FI03,2020-12,Minimum temperature,-2.0
FI04,2020-12,Minimum temperature,-2.7
FI05,2020-12,Minimum temperature,-6.1
FI06,2020-12,Minimum temperature,-1.3
FI07,2020-12,Minimum temperature,-2.3
FI08,2020-12,Minimum temperature,-2.5
FI09,2020-12,Minimum temperature,-1.3
FI10,2020-12,Minimum temperature,-8.9
FI11,2020-12,Minimum temperature,-1.5
FI12,2020-12,Minimum temperature,-1.2
FI13,2020-12,Minimum temperature,-4.9
FI14,2020-12,Minimum temperature,-5.0
FI15,2020-12,Minimum temperature,-4.0
FI16,2020-12,Minimum temperature,-1.3
FI17,2020-12,Minimum temperature,-0.6
FI18,2020-12,Minimum temperature,-0.3
FI19,2020-12,Minimum temperature,-0.2
FI02,2021-01,Minimum temperature,-8.4
FI03,2021-01,Minimum temperature,-9.5
FI04,2021-01,Minimum temperature,-9.0
FI05,2021-01,Minimum temperature,-14.0
FI06,2021-01,Minimum temperature,-7.8
FI07,2021-01,Minimum temperature,-9.4
FI08,2021-01,Minimum temperature,-9.6
FI09,2021-01,Minimum temperature,-7.1
FI10,2021-01,Minimum temperature,-16.8
FI11,2021-01,Minimum temperature,-8.3
FI12,2021-01,Minimum temperature,-7.8
FI13,2021-01,Minimum temperature,-11.8
FI14,2021-01,Minimum temperature,-13.7
FI15,2021-01,Minimum temperature,-11.3
FI16,2021-01,Minimum temperature,-7.7
FI17,2021-01,Minimum temperature,-6.9
FI18,2021-01,Minimum temperature,-6.1
FI19,2021-01,Minimum temperature,-6.6
FI02,2021-02,Minimum temperature,-14.8
FI03,2021-02,Minimum temperature,-14.5
FI04,2021-02,Minimum temperature,-14.8
FI05,2021-02,Minimum temperature,-18.1
FI06,2021-02,Minimum temperature,-13.2
FI07,2021-02,Minimum temperature,-13.4
FI08,2021-02,Minimum temperature,-14.0
FI09,2021-02,Minimum temperature,-13.0
FI10,2021-02,Minimum temperature,-18.3
FI11,2021-02,Minimum temperature,-12.8
FI12,2021-02,Minimum temperature,-12.5
FI13,2021-02,Minimum temperature,-18.1
FI14,2021-02,Minimum temperature,-18.1
FI15,2021-02,Minimum temperature,-16.0
FI16,2021-02,Minimum temperature,-12.3
FI17,2021-02,Minimum temperature,-11.6
FI18,2021-02,Minimum temperature,-11.0
FI19,2021-02,Minimum temperature,-11.7
FI02,2021-03,Minimum temperature,-7.1
FI03,2021-03,Minimum temperature,-6.5
FI04,2021-03,Minimum temperature,-6.9
FI05,2021-03,Minimum temperature,-9.6
FI06,2021-03,Minimum temperature,-4.8
FI07,2021-03,Minimum temperature,-6.6
FI08,2021-03,Minimum temperature,-6.9
FI09,2021-03,Minimum temperature,-5.5
FI10,2021-03,Minimum temperature,-10.6
FI11,2021-03,Minimum temperature,-5.1
FI12,2021-03,Minimum temperature,-4.5
FI13,2021-03,Minimum temperature,-9.2
FI14,2021-03,Minimum temperature,-9.7
FI15,2021-03,Minimum temperature,-8.0
FI16,2021-03,Minimum temperature,-5.0
FI17,2021-03,Minimum temperature,-3.4
FI18,2021-03,Minimum temperature,-3.6
FI19,2021-03,Minimum temperature,-3.2
FI02,2021-04,Minimum temperature,-1.1
FI03,2021-04,Minimum temperature,-2.1
FI04,2021-04,Minimum temperature,-1.0
FI05,2021-04,Minimum temperature,-2.6
FI06,2021-04,Minimum temperature,-0.9
FI07,2021-04,Minimum temperature,-1.8
FI08,2021-04,Minimum temperature,-1.8
FI09,2021-04,Minimum temperature,-0.5
FI10,2021-04,Minimum temperature,-4.4
FI11,2021-04,Minimum temperature,-1.3
FI12,2021-04,Minimum temperature,-0.4
FI13,2021-04,Minimum temperature,-2.0
FI14,2021-04,Minimum temperature,-2.6
FI15,2021-04,Minimum temperature,-1.6
FI16,2021-04,Minimum temperature,-0.3
FI17,2021-04,Minimum temperature,-0.9
FI18,2021-04,Minimum temperature,0.6
FI19,2021-04,Minimum temperature,-0.6
FI02,2021-05,Minimum temperature,4.6
FI03,2021-05,Minimum temperature,2.6
FI04,2021-05,Minimum temperature,5.0
FI05,2021-05,Minimum temperature,2.4
FI06,2021-05,Minimum temperature,4.2
FI07,2021-05,Minimum temperature,1.9
FI08,2021-05,Minimum temperature,3.5
FI09,2021-05,Minimum temperature,5.1
FI10,2021-05,Minimum temperature,-0.3
FI11,2021-05,Minimum temperature,3.9
FI12,2021-05,Minimum temperature,3.4
FI13,2021-05,Minimum temperature,3.9
FI14,2021-05,Minimum temperature,2.1
FI15,2021-05,Minimum temperature,4.1
FI16,2021-05,Minimum temperature,5.3
FI17,2021-05,Minimum temperature,4.4
FI18,2021-05,Minimum temperature,5.6
FI19,2021-05,Minimum temperature,4.7
FI02,2021-06,Minimum temperature,12.0
FI03,2021-06,Minimum temperature,10.6
FI04,2021-06,Minimum temperature,13.4
FI05,2021-06,Minimum temperature,10.4
FI06,2021-06,Minimum temperature,11.8
FI07,2021-06,Minimum temperature,9.8
FI08,2021-06,Minimum temperature,11.9
FI09,2021-06,Minimum temperature,12.1
FI10,2021-06,Minimum temperature,8.5
FI11,2021-06,Minimum temperature,12.1
FI12,2021-06,Minimum temperature,11.2
FI13,2021-06,Minimum temperature,11.4
FI14,2021-06,Minimum temperature,9.8
FI15,2021-06,Minimum temperature,11.9
FI16,2021-06,Minimum temperature,13.5
FI17,2021-06,Minimum temperature,12.2
FI18,2021-06,Minimum temperature,13.6
FI19,2021-06,Minimum temperature,12.1
FI02,2021-07,Minimum temperature,13.1
FI03,2021-07,Minimum temperature,11.8
FI04,2021-07,Minimum temperature,15.0
FI05,2021-07,Minimum temperature,12.1
FI06,2021-07,Minimum temperature,13.2
FI07,2021-07,Minimum temperature,12.8
FI08,2021-07,Minimum temperature,13.5
FI09,2021-07,Minimum temperature,13.9
FI10,2021-07,Minimum temperature,10.4
FI11,2021-07,Minimum temperature,13.4
FI12,2021-07,Minimum temperature,14.4
FI13,2021-07,Minimum temperature,12.7
FI14,2021-07,Minimum temperature,11.7
FI15,2021-07,Minimum temperature,13.8
FI16,2021-07,Minimum temperature,15.5
FI17,2021-07,Minimum temperature,14.2
FI18,2021-07,Minimum temperature,15.8
FI19,2021-07,Minimum temperature,14.1
FI02,2021-08,Minimum temperature,10.4
FI03,2021-08,Minimum temperature,9.0
FI04,2021-08,Minimum temperature,11.5
FI05,2021-08,Minimum temperature,8.7
FI06,2021-08,Minimum temperature,11.0
FI07,2021-08,Minimum temperature,9.4
FI08,2021-08,Minimum temperature,10.1
FI09,2021-08,Minimum temperature,11.4
FI10,2021-08,Minimum temperature,7.0
FI11,2021-08,Minimum temperature,10.6
FI12,2021-08,Minimum temperature,11.0
FI13,2021-08,Minimum temperature,9.8
FI14,2021-08,Minimum temperature,8.4
FI15,2021-08,Minimum temperature,10.3
FI16,2021-08,Minimum temperature,11.9
